01_15|Hakimi señoras y señores, va Hakimi, va. Aquí está Neves, la pelota para Carabajelia, mano a mano y definición. Desvío apenas!|Hakimi señoras y señores, va Hakimi, va. Aquí está Neves, la pelota para Carabajelia, mano a mano y definición. Desvío apenas!
01_18|ahí va Doué, se acomoda, Doué que le daaa, tapó el arquero, Fabián parece adelantado. Ahí está Fabián, Fabián, Fabián, palooo.|ahí va Doué, se acomoda, Doué que le daaa, tapó el arquero, Fabián parece adelantado. Ahí está Fabián, Fabián, Fabián, palooo.
01_47|Aquí está Odegaard. Odegaard que va esperando a Trosar. La marca de Pacho. Se viene Saka. Saka, Saka!|Aquí está Odegaard. Odegaard que va esperando a Trosar. La marca de Pacho. Se viene Saka. Saka, Saka!
01_56|Marquinhos! ¡A correr Ramos! ¡La mató y va, veremos! ¡Ahí está Ramos! Señoras y señores, otra vez se perdió el segundo París.|Marquinhos! ¡A correr Ramos! ¡La mató y va, veremos! ¡Ahí está Ramos! Señoras y señores, otra vez se perdió el segundo París.
01_60|En el primer partido mañana estaremos con Barcelona Inter.|En el primer partido mañana estaremos con Barcelona Inter.
02_22|Se viene Bellingham, pelota para Mbappé que ahí va, atención se viene el Madrid buscando el gol, Mbappé se la entregó a Raya, no la pudo esquinar, pudo haber sido gol del Madrid.|Se viene Bellingham, pelota para Mbappé que ahí va, atención se viene el Madrid buscando el gol, Mbappé se la entregó a Raya, no la pudo esquinar, pudo haber sido gol del Madrid.
02_40|Luis Kelly busca la falta, cae Camavinga, caño, habilitado Martinelli, Courtois, ahí está, Merino, otra vez Merino! señoras y señores|Luis Kelly busca la falta, cae Camavinga, caño, habilitado Martinelli, Courtois, ahí está, Merino, otra vez Merino! señoras y señores
02_48|Ahí va Rice !Gooooooool gooooooool!|Ahí va Rice !Gooooooool gooooooool!
02_53|Impresionante lo que acaba de hacer Rice.|Impresionante lo que acaba de hacer Rice.
02_62|Tenía ya amonestaciones para no jugar el próximo partido. Expulsado Camavinga por segunda tarjeta.|Tenía ya amonestaciones para no jugar el próximo partido. Expulsado Camavinga por segunda tarjeta.
02_65|Sobre el final expulsado por este enojo, lanzando el balón.|Sobre el final expulsado por este enojo, lanzando el balón.
03_03|La apertura para Barcola. Esto es lo que digo, si no vuelven rápido están listos. Pelota para Dembélé! ¡Ahí está! ¡GOOOL!|La apertura para Barcola. Esto es lo que digo, si no vuelven rápido están listos. Pelota para Dembélé! ¡Ahí está! ¡GOOOL!
03_05|¡Lo hizo Hakimi! Justamente de esto hablábamos.|¡Lo hizo Hakimi! Justamente de esto hablábamos.
chunk_000|pero con una diferencia. La hizo en el primer tiempo. Va tomando la de hoy|pero con una diferencia. La hizo en el primer tiempo. Va tomando la de hoy
chunk_001|Va sacando la pelota Tchuameni, la va dominando Fernández, se tiró para Messi, Messi que mete largo para Álvarez, cobertura de Varane, la pelota no tenía fuerza.|Va sacando la pelota Tchuameni, la va dominando Fernández, se tiró para Messi, Messi que mete largo para Álvarez, cobertura de Varane, la pelota no tenía fuerza.
chunk_002|No podía llegarle a Lloris, por eso cuando presionaba Álvarez|No podía llegarle a Lloris, por eso cuando presionaba Álvarez
chunk_003|Media vuelta de Varane afuera, lateral para la Argentina, frente al área del Lloris.|Media vuelta de Varane afuera, lateral para la Argentina, frente al área del Lloris.
chunk_004|La Argentina ha jugado impecablemente este primer tiempo. Como no se le ha visto un primer tiempo de esta manera de punta a punta.|La Argentina ha jugado impecablemente este primer tiempo. Como no se le ha visto un primer tiempo de esta manera de punta a punta.
chunk_005|Va a sacar el balón Molina, nada menos que en una final.|Va a sacar el balón Molina, nada menos que en una final.
chunk_006|Y buscó el primero, cuando van por el segundo, insistía.|Y buscó el primero, cuando van por el segundo, insistía.
chunk_007|Molina que va! La perdió en en la jugada que rebotaba Álvarez.|Molina que va! La perdió en en la jugada que rebotaba Álvarez.
chunk_008|Van tocado larga para Mbappé, se abrió de piernas pero no pudo con Romero que lo adivinó por atrás. Va a sacar la pelota con Martínez, media luna.|Van tocado larga para Mbappé, se abrió de piernas pero no pudo con Romero que lo adivinó por atrás. Va a sacar la pelota con Martínez, media luna.
chunk_009|La va dominando Emiliano Martínez, el arquero, la combinación es con Otamendi. Como dijo Nico Cantor se van a jugar 7 minutos más.|La va dominando Emiliano Martínez, el arquero, la combinación es con Otamendi. Como dijo Nico Cantor se van a jugar 7 minutos más.
chunk_010|Va buscando la pelota, faltan cuatro, abre la cancha para Di María, Di María a otro caño, tira, esta vez no podía pasar.|Va buscando la pelota, faltan cuatro, abre la cancha para Di María, Di María a otro caño, tira, esta vez no podía pasar.
chunk_011|Contra Mouani. Va jugando la pelota hacia atrás para Varane, sale Francia del fondo.|Contra Mouani. Va jugando la pelota hacia atrás para Varane, sale Francia del fondo.
chunk_012|Va tocando para un costado para Tchouameni. Tchouameni que va! jugando la pelota otra vez para Upamecano.|Va tocando para un costado para Tchouameni. Tchouameni que va! jugando la pelota otra vez para Upamecano.
chunk_013|Upamecano que no tiene pase, nadie tiene pase. No hay pase porque está todo tomado.|Upamecano que no tiene pase, nadie tiene pase. No hay pase porque está todo tomado.
chunk_014|Griezmann está absorbido por McAllister, buscando la pelota en la mitad de la cancha Upamecano.|Griezmann está absorbido por McAllister, buscando la pelota en la mitad de la cancha Upamecano.
chunk_015|¡Ahi está abriéndola! Pelota para Turán, Turán quiere escapar de la raya, está preso en la raya.|¡Ahi está abriéndola! Pelota para Turán, Turán quiere escapar de la raya, está preso en la raya.
chunk_016|Francia, se viene con la pelota Turán. Se la hacen rebotar, pero el árbitro dice que no.|Francia, se viene con la pelota Turán. Se la hacen rebotar, pero el árbitro dice que no.
chunk_017|Es para Francia se la hacía rebotar parecía Molina. Lateral que se va haciendo para Upamecano. Que me quiere decir Burru.|Es para Francia se la hacía rebotar parecía Molina. Lateral que se va haciendo para Upamecano. Que me quiere decir Burru.
chunk_018|Por la derecha su viejo puesto Griezmann, tocando la pelota atrás para Varane. Varane que se va adelantando.|Por la derecha su viejo puesto Griezmann, tocando la pelota atrás para Varane. Varane que se va adelantando.
chunk_019|La tiro o no la tiro dice Turán, se la tiró la media luna a Turán, marca de cabeza Romero.|La tiro o no la tiro dice Turán, se la tiró la media luna a Turán, marca de cabeza Romero.
chunk_020|La va recuperando el jugador Fernández, con McAllister, perdió la salida, busca Griezmann, la hace rebotar Fernández.|La va recuperando el jugador Fernández, con McAllister, perdió la salida, busca Griezmann, la hace rebotar Fernández.
chunk_021|Si se va es para Argentina eh. Sí, claro, se fue y es para la Argentina.|Si se va es para Argentina eh. Sí, claro, se fue y es para la Argentina.
chunk_022|¡Señoras y señores, no tiene reacción Francia!|¡Señoras y señores, no tiene reacción Francia!
chunk_023|¡Y está hiperconcentrada la Argentina, Serna! Va sacando Tagliafico|¡Y está hiperconcentrada la Argentina, Serna! Va sacando Tagliafico
chunk_024|La busca en la marca Varane contra Álvarez, será salida de costado para la Argentina.|La busca en la marca Varane contra Álvarez, será salida de costado para la Argentina.
chunk_025|Es cierto lo que dijo Burruchaga, el equipo jugó bien. Lo que pasa es que|Es cierto lo que dijo Burruchaga, el equipo jugó bien. Lo que pasa es que
chunk_026|Las corridas que ha tenido y los mano a mano que ha tenido Di María lo hace|Las corridas que ha tenido y los mano a mano que ha tenido Di María lo hace
chunk_027|De un primer tiempo notable, creo yo. Sacando la pelota Tagliafico|De un primer tiempo notable, creo yo. Sacando la pelota Tagliafico
chunk_028|A buscar el balón, pero es cierto, todo el mundo, los que tenían que colaborar, los que tienen que incimar, lo que tienen que anticipar.|A buscar el balón, pero es cierto, todo el mundo, los que tenían que colaborar, los que tienen que incimar, lo que tienen que anticipar.
chunk_029|La verdad que todos han jugado un primer tiempo formidable la Argentina. Va buscando Griezmann en el piso.|La verdad que todos han jugado un primer tiempo formidable la Argentina. Va buscando Griezmann en el piso.
chunk_030|Aquí está la pelota otra vez, mira, fue a apretar solo. Fernández!|Aquí está la pelota otra vez, mira, fue a apretar solo. Fernández!
chunk_031|Rebota la pelota en Koundé, qué bárbaro, qué espíritu! qué primer tiempo con espíritu.|Rebota la pelota en Koundé, qué bárbaro, qué espíritu! qué primer tiempo con espíritu.
chunk_032|Sabiendo que se juega la final de la Copa del Mundo. Se viene con la pelota Fernández por adentro, tocándola para Messi, otra vez para Fernández.|Sabiendo que se juega la final de la Copa del Mundo. Se viene con la pelota Fernández por adentro, tocándola para Messi, otra vez para Fernández.
chunk_033|Enzo Fernández que empieza la maniobra por atrás. Va jugando con Romero.|Enzo Fernández que empieza la maniobra por atrás. Va jugando con Romero.
chunk_034|Romero que la va dominando, cuánto técnico internacional estará notando.|Romero que la va dominando, cuánto técnico internacional estará notando.
chunk_035|a cada uno de los jugadores argentinos para ver si pueden traspasarlo.|a cada uno de los jugadores argentinos para ver si pueden traspasarlo.
chunk_036|Lateral para Koundé, la pelota la está buscando Tchouameni, había falta dice el árbitro.|Lateral para Koundé, la pelota la está buscando Tchouameni, había falta dice el árbitro.
chunk_037|Ganó Kolo Mouani, le tiraron de abajo. Le metían para mí|Ganó Kolo Mouani, le tiraron de abajo. Le metían para mí
chunk_038|Se va a ganar la tarjeta. Tiene Romero que fue lejos|Se va a ganar la tarjeta. Tiene Romero que fue lejos
chunk_039|No, Romero no, ahora te confirmo. ¿Seguro?|No, Romero no, ahora te confirmo. ¿Seguro?
chunk_040|El que está caído va a ser amonestado porque entró mal.|El que está caído va a ser amonestado porque entró mal.
chunk_041|Es enzo fernandez creo. Si correcto. Tiro libre que va a caer contra el área.|Es enzo fernandez creo. Si correcto. Tiro libre que va a caer contra el área.
chunk_042|Estamos en tiempo cumplido de este primer tiempo.|Estamos en tiempo cumplido de este primer tiempo.
chunk_043|La Argentina gana 2 a 0. Se vendrá el remate de zurda desde la derecha.|La Argentina gana 2 a 0. Se vendrá el remate de zurda desde la derecha.
chunk_044|Cincuenta y dos y medio, el centro que viene.|Cincuenta y dos y medio, el centro que viene.
chunk_045|Sera saque de arco, esto se termina en su primera mitad.|Sera saque de arco, esto se termina en su primera mitad.
chunk_046|Señoras y señores, se ha terminado el primer tiempo.|Señoras y señores, se ha terminado el primer tiempo.
chunk_047|Maravilloso primer tiempo de la Argentina, Asi entero.|Maravilloso primer tiempo de la Argentina, Asi entero.
chunk_048|No sé si hubo un encuentro tan perfecto como el que jugó la selección argentina.|No sé si hubo un encuentro tan perfecto como el que jugó la selección argentina.
chunk_049|Gana 2 a 0 la final sin discusión alguna.|Gana 2 a 0 la final sin discusión alguna.
chunk_050|Está discutiendo el árbitro.|Está discutiendo el árbitro.
chunk_051|Algo le fueron a reclamar. Está ganando 2-0 la Argentina.|Algo le fueron a reclamar. Está ganando 2-0 la Argentina.
chunk_052|No creo que haya algún aspecto negativo.|No creo que haya algún aspecto negativo.
chunk_053|De lo que mostro el seleccionado de Scaloni, ya venimos. Va saliendo a la mitad de la cancha kounde, haciendo diagonal y buscando a Mbappé.|De lo que mostro el seleccionado de Scaloni, ya venimos. Va saliendo a la mitad de la cancha kounde, haciendo diagonal y buscando a Mbappé.
chunk_054|Toma por afuera Kounde, llega campo argentino, se frena, va dominando.|Toma por afuera Kounde, llega campo argentino, se frena, va dominando.
chunk_055|La marca la presión de Di María, qué bárbaro. La está buscando Jaminillo, trabó Álvarez.|La marca la presión de Di María, qué bárbaro. La está buscando Jaminillo, trabó Álvarez.
chunk_056|Abocado a la pelo,  Álvarez hoy merece el premio por todo lo que ha laburado.|Abocado a la pelo,  Álvarez hoy merece el premio por todo lo que ha laburado.
chunk_058|Una vez más, juega el balón para Hernández, cambia de frente al otro lado, pero en terreno propio.|Una vez más, juega el balón para Hernández, cambia de frente al otro lado, pero en terreno propio.
chunk_059|La va recibiendo Koundé, no tiene pase, está como el primer tiempo.|La va recibiendo Koundé, no tiene pase, está como el primer tiempo.
chunk_060|Y todo el mundo de espalda, a tomar la pelota a UPamecano, dijo me cansé, mete un pelotazo largo para Turán.|Y todo el mundo de espalda, a tomar la pelota a UPamecano, dijo me cansé, mete un pelotazo largo para Turán.
chunk_061|Se viene el cierre, otro bueno de Romero, bajando la pelota de Paul, dice Emiliano Martínez.|Se viene el cierre, otro bueno de Romero, bajando la pelota de Paul, dice Emiliano Martínez.
chunk_062|No se va al Corner, va dominando el arquero argentino, se queda con la pelota.|No se va al Corner, va dominando el arquero argentino, se queda con la pelota.
chunk_063|Son los primeros minutos de este segundo tiempo. Balón de Emiliano Martínez.|Son los primeros minutos de este segundo tiempo. Balón de Emiliano Martínez.
chunk_064|Va a sacar el arquero, ahi esta metiendo el boleo largo, el zapatazo de derecha, vuelve a correr|Va a sacar el arquero, ahi esta metiendo el boleo largo, el zapatazo de derecha, vuelve a correr
chunk_065|Toda la cancha Álvarez, la pelota afuera por un costado, Chicho. Es lateral para Francia.|Toda la cancha Álvarez, la pelota afuera por un costado, Chicho. Es lateral para Francia.
chunk_066|Va a sacar la pelota Molina, lateral ofensivo, en diagonal la baja de cabeza Messi, qué bárbaro, ganó de cabeza.|Va a sacar la pelota Molina, lateral ofensivo, en diagonal la baja de cabeza Messi, qué bárbaro, ganó de cabeza.
chunk_067|Va tomando la pelota Baran atrás con Lloris, Lloris que va sacando de zurda la mitad de la cancha, la esta buscando|Va tomando la pelota Baran atrás con Lloris, Lloris que va sacando de zurda la mitad de la cancha, la esta buscando
chunk_068|Ganaba tagliafico, muy serio la marca Tagliafico, Kounde que la adelanta para Omani, Omani que va tocando por un costado, mal, recupera Di María,|Ganaba tagliafico, muy serio la marca Tagliafico, Kounde que la adelanta para Omani, Omani que va tocando por un costado, mal, recupera Di María,
chunk_069|La está recuperando Mac Allister, desde el podio Mac Allister|La está recuperando Mac Allister, desde el podio Mac Allister
chunk_070|Va perdiendo Fernández, saca Koundé adentro, no puede Griezmann, cortó Romero la mitad de la cancha.|Va perdiendo Fernández, saca Koundé adentro, no puede Griezmann, cortó Romero la mitad de la cancha.
chunk_071|Fue el número siete argentino, tomando la pelota ya, buscando la salida.|Fue el número siete argentino, tomando la pelota ya, buscando la salida.
chunk_073|Abre con Griezmann, Griezmann con la pelota. Va a cambiar para el otro lado.|Abre con Griezmann, Griezmann con la pelota. Va a cambiar para el otro lado.
chunk_074|¿Cuánto recuperaron Di María, Mac Allister?|¿Cuánto recuperaron Di María, Mac Allister?
chunk_075|Pelota de Emiliano Martínez, ya sale con la mano.|Pelota de Emiliano Martínez, ya sale con la mano.
chunk_076|Molina que va dominando, el tiro largo va para Messi.|Molina que va dominando, el tiro largo va para Messi.
chunk_077|Esta buscando la salida Upamecano, atrás con Lloris, Lloris que va reventando la mitad de la cancha, la busca Rabiot.|Esta buscando la salida Upamecano, atrás con Lloris, Lloris que va reventando la mitad de la cancha, la busca Rabiot.
chunk_078|La peina para Griezmann, Griezmann que peina la pelota, atento Molina. Vuelve a saltar Griezmann, va buscando Rabiot, no podía De Paul.|La peina para Griezmann, Griezmann que peina la pelota, atento Molina. Vuelve a saltar Griezmann, va buscando Rabiot, no podía De Paul.
chunk_079|Levanta por un costado, Pifía, sacando la pelota Molina por un costado lateral para Francia.|Levanta por un costado, Pifía, sacando la pelota Molina por un costado lateral para Francia.
chunk_080|Es que el gran culpable de este rendimiento francés es la Argentina.|Es que el gran culpable de este rendimiento francés es la Argentina.
chunk_081|Saca la pelota desde el fondo Otamendi con Taquiifico, al medio para Mac Allister|Saca la pelota desde el fondo Otamendi con Taquiifico, al medio para Mac Allister
chunk_082|La pelea otra vez Mac Allister con Omani|La pelea otra vez Mac Allister con Omani
